kadai_id,status,do_person,task,plan_hour,due_date,actual_hour,do_date,created_at,updated_at
1,99_Close,浅,課題管理表を作成する,0.5,2017/7/23,1.2,2017/7/23,30:58.9,30:58.9
1,99_Close,浅,課題管理表に説明のための注釈をつける,0.1,2017/7/23,0.2,2017/7/23,30:58.9,30:58.9
1,99_Close,浅,週次報告管理シートを作成する,0.4,2017/7/23,0.4,2017/7/23,30:59.0,30:59.0
1,99_Close,浅,サンプルデータを入力する,0.2,2017/7/23,0.5,2017/7/23,30:59.0,30:59.0
2,99_Close,浅,yahooからデータを参照し、カード毎に支払った広告費を計算する,0.3,2017/7/25,1,2017/7/25,30:59.0,30:59.0
2,99_Close,浅,5月の会計データをマネーフォワードを基に入力する,0.5,2017/7/31,0.8,2017/8/2,30:59.0,30:59.0
2,99_Close,浅,6月の会計データをマネーフォワードを基に入力する,0.5,2017/8/8,0.6,2017/8/8,30:59.0,30:59.0
55,99_Close,浅,7月1日時点での資産額と比較して誤差とその原因を確かめる,3,2017/8/8,1,2017/8/9,30:59.0,30:59.0
3,99_Close,浅,現時点で月にいくら利益が出ているか確認する,0.1,2017/7/23,0.1,2017/7/23,30:59.0,30:59.0
3,99_Close,浅,月にいくら返せるか試算する,0.1,2017/7/23,0.1,2017/7/23,30:59.0,30:59.0
3,99_Close,浅,何月に返済できるかを計算する,0.1,2017/7/23,0.1,2017/7/23,30:59.0,30:59.0
3,99_Close,浅,返済計画表を作る。負債総額を把握し、毎月の返済額、返済期限を設定する。,0.5,2017/7/26,0.1,2017/7/24,30:59.0,30:59.0
3,99_Close,浅,ミーティングでメンバーと返済計画について合意を取る,0.3,2017/7/25,0.3,2017/7/25,30:59.0,30:59.0
4,99_Close,浅,現在の経費ルールを洗い出す,0.5,2017/7/23,0.1,2017/7/23,30:59.0,30:59.0
4,99_Close,浅,現在の経費に関する問題点を列挙して、優先順位付けをする,0.5,2017/7/23,0.1,2017/7/23,30:59.0,30:59.0
4,99_Close,浅,経費のルールの改善案を作成する,1,2017/7/27,0.6,2017/7/29,30:59.1,30:59.1
4,99_Close,浅,新たな経費ルールについてミーティングでフィードバックを受ける,,2017/7/31,,,30:59.1,30:59.1
4,99_Close,浅,経費ルールにフィードバックを加えて完成版を作成する,,2017/8/1,,,30:59.1,30:59.1
4,99_Close,浅,経費ルールの再確認を行う。書面で確認してもらう。,0.1,2017/8/8,0.2,2017/8/12,30:59.1,30:59.1
5,99_Close,浅,今の週次報告・フィードバックについて現状分析する,0.3,2017/7/23,0.1,2017/7/23,30:59.1,30:59.1
5,99_Close,浅,報告すべき事項、フィードバックを受ける内容を列挙する。,0.5,2017/7/23,0.5,2017/7/23,30:59.1,30:59.1
5,99_Close,浅,タスクNo.22を踏まえて週次報告管理シートを更新する,0.3,2017/7/23,0.5,2017/7/23,30:59.1,30:59.1
5,99_Close,浅,週次報告までに行うべきタスクを定義する,0.2,2017/7/23,0.1,2017/7/23,30:59.1,30:59.1
5,99_Close,浅,週次報告管理シートに沿った週次報告ミーティングの流れを作成する,0.4,2017/7/23,0.1,2017/7/23,30:59.1,30:59.1
5,99_Close,浅,週次報告管理シートの説明資料を作成する,0.5,2017/7/24,0.1,2017/7/24,30:59.1,30:59.1
5,99_Close,浅,ミーティングで説明し、承認を得る,0.4,2017/7/25,0.2,2017/7/25,30:59.1,30:59.1
6,99_Close,作村,アフィリエイトリンクタグの書き換え,0.5,2017/7/25,,,30:59.2,30:59.2
7,99_Close,吉野,課題の洗い出しを行い、課題表に記載する,2,2017/7/26,4,2017/7/26,30:59.2,30:59.2
8,99_Close,吉野,先月分の売上・支出をまとめ、グーグルドライブに上げる,2,2017/8/1,2.5,2017/8/1,30:59.2,30:59.2
9,99_Close,吉野,先週分の売上・支出をまとめ、グーグルドライブに上げる,1.5,2017/8/7,1.5,2017/8/7,30:59.2,30:59.2
9,99_Close,吉野,先週分の売上・支出をまとめ、グーグルドライブに上げる,1.5,2017/8/14,6,2017/8/14,30:59.2,30:59.2
9,99_Close,吉野,先週分の売上・支出をまとめ、グーグルドライブに上げる,1.5,2017/8/21,2.5,2017/8/21,30:59.2,30:59.2
9,99_Close,吉野,先週分の売上・支出をまとめ、グーグルドライブに上げる,1.5,2017/8/28,3,2017/8/27,30:59.2,30:59.2
9,99_Close,吉野,先月分の売上・支出をまとめ、グーグルドライブに上げる,2,2017/9/1,1.2,2017/9/1,30:59.2,30:59.2
11,99_Close,吉野,A8商品を10件YDNに出稿する,4,2017/7/27,3,2017/7/29,30:59.2,30:59.2
11,99_Close,吉野,A8商品を10件YDNに出稿する,4,2017/7/28,3,2017/7/29,30:59.2,30:59.2
11,99_Close,吉野,A8商品を10件YDNに出稿する,3,2017/7/29,3,2017/7/30,30:59.2,30:59.2
11,99_Close,吉野,A8商品を10件YDNに出稿する,3,2017/7/31,3,2017/7/31,30:59.3,30:59.3
11,99_Close,吉野,A8商品を10件YDNに出稿する,3,2017/8/1,3.5,2017/7/31,30:59.3,30:59.3
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/2,1.5,2017/8/2,30:59.3,30:59.3
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/2,1.7,2017/8/2,30:59.3,30:59.3
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/2,1.5,2017/8/3,30:59.3,30:59.3
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/3,1.5,2017/8/3,30:59.3,30:59.3
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/3,1.5,2017/8/3,30:59.3,30:59.3
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/3,1.2,2017/8/3,30:59.3,30:59.3
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/4,1.3,2017/8/4,30:59.3,30:59.3
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/4,1.5,2017/8/4,30:59.3,30:59.3
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/4,1.5,2017/8/4,30:59.3,30:59.3
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/5,1.3,2017/8/5,30:59.3,30:59.3
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/5,1.5,2017/8/5,30:59.4,30:59.4
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/5,1.3,2017/8/5,30:59.4,30:59.4
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/7,1.2,2017/8/6,30:59.4,30:59.4
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/7,1.5,2017/8/6,30:59.4,30:59.4
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/7,1.2,2017/8/7,30:59.4,30:59.4
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/8,1.5,2017/8/8,30:59.4,30:59.4
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/8,1.2,2017/8/8,30:59.4,30:59.4
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/8,1,2017/8/8,30:59.4,30:59.4
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/9,1.2,2017/8/9,30:59.4,30:59.4
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/9,1.3,2017/8/9,30:59.4,30:59.4
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/9,1.3,2017/8/9,30:59.4,30:59.4
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/10,1.5,2017/8/10,30:59.4,30:59.4
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/10,1,2017/8/10,30:59.5,30:59.5
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/10,1.2,2017/8/10,30:59.5,30:59.5
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/11,1.2,2017/8/11,30:59.5,30:59.5
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/11,1.4,2017/8/11,30:59.5,30:59.5
11,99_Close,吉野,A8商品を5件YDNに出稿する,1.5,2017/8/11,2,2017/8/11,30:59.5,30:59.5
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/8/16,1.5,2017/8/16,30:59.5,30:59.5
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/8/18,1.5,2017/8/18,30:59.5,30:59.5
12,99_Close,吉野,AT健康食品のうちYDN商品名出稿が可能な商品をピックアップする,2,2017/8/8,1.5,2017/8/9,30:59.5,30:59.5
12,99_Close,吉野,ATコスメのうちYDN商品名出稿が可能な商品をピックアップする,2,2017/8/9,1.5,2017/8/9,30:59.5,30:59.5
12,99_Close,吉野,ATeコマースのうちYDN商品名出稿が可能な商品をピックアップする,1.5,2017/8/10,2.5,2017/8/10,30:59.5,30:59.5
12,99_Close,吉野,AT金融・保険のうちYDN商品名出稿が可能な商品をピックアップする,1.5,2017/8/11,1.1,2017/8/11,30:59.5,30:59.5
12,99_Close,吉野,ATエンターテイメントのうちYDN商品名出稿が可能な商品をピックアップする,1.5,2017/8/11,0.4,2017/8/11,30:59.5,30:59.5
12,99_Close,吉野,ATサービス業のうちYDN商品名出稿が可能な商品をピックアップする,1.5,2017/8/12,2.5,2017/8/12,30:59.5,30:59.5
12,99_Close,吉野,ATその他のうちYDN商品名出稿が可能な商品をピックアップする,1.5,2017/8/12,0.8,2017/8/19,30:59.6,30:59.6
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/8/19,1.5,2017/8/19,30:59.6,30:59.6
14,99_Close,吉野,SSクイックリンクオプションのクリック率を測定する,0.5,2017/8/1,0.2,2017/8/1,30:59.6,30:59.6
15,99_Close,吉野,広告ごとのクリック率の差異と、広告インデックスを計測する,1,2017/8/1,1.5,2017/8/1,30:59.6,30:59.6
14,99_Close,吉野,SSクイックリンクオプションのクリック率を測定する,0.5,2017/8/15,0.2,2017/8/15,30:59.6,30:59.6
15,99_Close,吉野,広告ごとのクリック率の差異と、広告インデックスを計測する,1,2017/8/15,1.5,2017/8/16,30:59.6,30:59.6
16,99_Close,吉野,商品名YDN改善LPのテンプレート作成用に1商品LP案を作成し、縞居くんに依頼する,2,2017/8/11,2,2017/8/12,30:59.6,30:59.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,2,2017/8/7,4,2017/8/6,30:59.6,30:59.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,3,2017/8/14,2.5,2017/8/20,30:59.6,30:59.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,3,2017/8/14,1.5,2017/8/20,30:59.6,30:59.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,3,2017/8/21,1.5,2017/8/21,30:59.6,30:59.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,3,2017/8/22,1.1,2017/8/22,30:59.6,30:59.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/25,0.8,2017/8/25,30:59.6,30:59.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/25,0.6,2017/8/25,30:59.6,30:59.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/29,0.7,2017/8/29,30:59.6,30:59.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/29,0.4,2017/8/29,30:59.7,30:59.7
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/29,0.4,2017/8/29,30:59.7,30:59.7
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/29,0.4,2017/8/29,30:59.7,30:59.7
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/29,0.5,2017/8/29,30:59.7,30:59.7
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/30,1.2,2017/8/30,30:59.7,30:59.7
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/31,0.4,,30:59.7,30:59.7
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,2,2017/8/20,1.5,2017/8/21,30:59.7,30:59.7
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,2,2017/8/21,1.5,2017/8/22,30:59.7,30:59.7
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,2,2017/8/21,1.1,2017/8/22,30:59.7,30:59.7
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,2,2017/8/22,0.4,2017/8/23,30:59.7,30:59.7
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,2,2017/8/22,0.7,2017/8/23,30:59.7,30:59.7
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,2,2017/8/22,0.8,2017/8/23,30:59.7,30:59.7
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,2,2017/8/23,1.5,2017/8/23,30:59.8,30:59.8
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/24,0.7,2017/8/24,30:59.8,30:59.8
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/24,1.1,2017/8/24,30:59.8,30:59.8
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/24,1,2017/8/24,30:59.8,30:59.8
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/25,1,2017/8/25,30:59.8,30:59.8
22,99_Close,吉野,スキンケアLPをSSに関連キーワード出稿する,2,2017/7/28,2.5,2017/7/29,30:59.8,30:59.8
23,99_Close,吉野,スキンケアLPのインプレッション・クリックが発生するか測定する,0.5,2017/8/1,0.3,2017/8/1,30:59.8,30:59.8
23,99_Close,吉野,スキンケアLPのインプレッション・クリックが発生するか測定する,0.5,2017/8/7,0.3,2017/8/7,30:59.8,30:59.8
23,99_Close,吉野,スキンケアLPのインプレッション・クリックが発生するか測定する,0.5,2017/8/14,0.5,2017/8/15,30:59.8,30:59.8
24,99_Close,吉野,スキンケアLPの内容修正箇所を洗い出す,1,2017/7/24,1,2017/7/24,30:59.8,30:59.8
24,99_Close,吉野,スキンケアLPの内容追加項目を洗い出す,1,2017/7/24,1,2017/7/24,30:59.8,30:59.8
24,99_Close,吉野,スキンケアLPの内容追加項目①上部コメント案を作成する,2,2017/7/26,3,2017/7/26,30:59.8,30:59.8
24,99_Close,吉野,スキンケアLPの内容追加項目②口コミ点数を調査する,1,2017/7/25,1,2017/7/25,30:59.9,30:59.9
24,99_Close,吉野,スキンケアLPの内容追加項目③口コミのうちつかえそうなものをピックアップする,4,2017/7/26,5,2017/7/27,30:59.9,30:59.9
24,99_Close,吉野,スキンケアLPの内容追加項目④下部コメント案を作成する,1,2017/7/27,1,2017/7/27,30:59.9,30:59.9
24,99_Close,吉野,スキンケアLPの内容修正・追加案を縞居君に伝え反映を依頼する,0.5,2017/7/27,0.5,2017/7/28,30:59.9,30:59.9
24,99_Close,吉野,完成したスキンケアLP第2版の内容を確認し、広告出稿する,0.5,2017/8/14,0.5,2017/8/12,30:59.9,30:59.9
32,99_Close,吉野,関連LP②のコンセプト、載せる商品を決める。,2,2017/7/23,2,,30:59.9,30:59.9
33,99_Close,吉野,関連LP②の内容構成案を作成する,2,2017/8/8,2,2017/8/3,30:59.9,30:59.9
33,99_Close,吉野,関連LP②の内容案を作成し、縞居君にLP作成を依頼する,4,2017/8/10,3,2017/8/6,30:59.9,30:59.9
34,99_Close,吉野,関連LP②のターゲティングを決めるために関連するキーワードを洗い出す,2,2017/8/15,1,2017/8/16,30:59.9,30:59.9
34,99_Close,吉野,関連LP②の関連キーワードを分類し、ターゲッティング分類を決める,2,2017/8/9,2,2017/8/8,30:59.9,30:59.9
34,99_Close,吉野,関連LP②の分類したYDNキーワードをキーワードサーチリストに設定し、テスト出稿する,2,2017/8/9,2.5,2017/8/9,30:59.9,30:59.9
45,99_Close,作村,1週間分の課題を課題管理票とタスク管理表に記入,3,2017/7/27,0.5,2017/7/27,30:59.9,30:59.9
11,99_Close,作村,YDN10出稿する。,3,2017/7/27,2.5,2017/7/28,30:59.9,30:59.9
11,99_Close,作村,YDN10出稿する。,3,2017/8/10,3,2017/8/10,30:59.9,30:59.9
11,99_Close,作村,YDN10出稿する。,3,2017/8/10,2.5,2017/8/12,31:00.0,31:00.0
11,99_Close,作村,YDN10出稿する。,3,2017/8/11,,,31:00.0,31:00.0
13,99_Close,作村,5再出稿する,1,2017/7/27,0.4,2017/7/28,31:00.0,31:00.0
13,99_Close,作村,YDN審査落ち広告を2件再出稿する,0.5,2017/8/16,0.5,2017/8/16,31:00.0,31:00.0
13,99_Close,作村,YDN審査落ち広告を2件再出稿する,0.5,2017/8/17,0.5,2017/8/17,31:00.0,31:00.0
13,99_Close,作村,YDN審査落ち広告を2件再出稿する,0.5,2017/8/18,0.5,2017/8/18,31:00.0,31:00.0
48,99_Close,作村,27日伊藤さんへ収支報告。,0.5,2017/7/27,0,,31:00.0,31:00.0
48,99_Close,作村,28日伊藤さんへ収支報告。,0.5,2017/7/28,0,,31:00.0,31:00.0
48,99_Close,作村,29日伊藤さんへ収支報告。,0.5,2017/7/29,0,,31:00.0,31:00.0
48,99_Close,作村,30日伊藤さんへ収支報告。,0.5,2017/8/11,0,,31:00.0,31:00.0
49,99_Close,作村,管理シートの分析,1,2017/7/30,0,,31:00.0,31:00.0
24,99_Close,吉野,スキンケアLPの商品説明を追記する,2,2017/7/28,3,2017/7/28,31:00.0,31:00.0
2,99_Close,浅,メイプラックが利用しているカードのリストを作成する,0.3,2017/8/2,0.3,2017/8/4,31:00.1,31:00.1
2,99_Close,浅,月毎のカード支払額の記録表を作成する,0.2,2017/8/2,0.4,2017/8/2,31:00.1,31:00.1
51,99_Close,吉野,SS既出稿商品のうち、提携解除になっていない商品をピックアップする,0.5,2017/8/30,0.3,2017/8/30,31:00.1,31:00.1
51,99_Close,吉野,タスク180の商品のうちafb商品の月別検索数の推移をデータ抽出する,4,2017/8/30,2.5,2017/8/30,31:00.1,31:00.1
51,99_Close,吉野,タスク180の商品のうちAT商品の月別検索数の推移をデータ抽出する,2,2017/8/30,1.2,2017/8/30,31:00.1,31:00.1
51,99_Close,吉野,タスク180の商品のうち、出稿する商品と時期を決め一覧表にする,3,2017/8/31,2.4,2017/8/31,31:00.1,31:00.1
53,99_Close,吉野,YDN商品の広告入札価格を調整する,0.5,2017/8/2,0.3,2017/8/2,31:00.1,31:00.1
53,99_Close,吉野,YDN停止案件の広告・キーワードリストを整理・削除する,1,2017/8/2,1.5,2017/8/2,31:00.1,31:00.1
54,99_Close,吉野,SS審査落ち広告を再出稿する,0.5,2017/8/2,0.5,2017/8/3,31:00.1,31:00.1
56,99_Close,作村,今週の予定タスクを記入する。,0.5,2017/7/31,0.5,2017/7/31,31:00.1,31:00.1
57,99_Close,作村,全ての修正を終える,2,2017/8/6,2,2017/8/5,31:00.1,31:00.1
11,99_Close,作村,31日5出稿する。,2.5,2017/7/31,1.5,,31:00.2,31:00.2
11,99_Close,作村,1日5出稿する。,2.5,2017/8/1,1.5,2017/8/6,31:00.2,31:00.2
11,99_Close,作村,A8商品を5件YDNに出稿する,2.5,2017/8/9,1,2017/8/9,31:00.2,31:00.2
11,99_Close,作村,A8商品を5件YDNに出稿する,2.5,2017/8/12,1.5,2017/8/12,31:00.2,31:00.2
11,99_Close,作村,A8商品を5件YDNに出稿する,2.5,2017/8/12,1.5,2017/8/12,31:00.2,31:00.2
11,99_Close,作村,A8商品を5件YDNに出稿する,2.5,2017/8/5,1.5,2017/8/5,31:00.2,31:00.2
13,99_Close,作村,YDN審査落ち広告を2件再出稿する,0.5,2017/8/19,0.5,2017/8/19,31:00.2,31:00.2
13,99_Close,作村,YDN審査落ち広告を2件再出稿する,0.5,2017/8/20,0.5,2017/8/20,31:00.2,31:00.2
13,99_Close,作村,YDN審査落ち広告を2件再出稿する,0.5,2017/8/21,0.5,2017/8/22,31:00.2,31:00.2
13,99_Close,作村,YDN審査落ち広告を2件再出稿する,0.5,2017/8/22,0.5,2017/8/22,31:00.2,31:00.2
13,99_Close,作村,YDN審査落ち広告を2件再出稿する,0.4,2017/8/27,0.4,2017/8/29,31:00.2,31:00.2
13,99_Close,作村,YDN審査落ち広告を2件再出稿する,0.4,2017/8/27,0.4,2017/8/29,31:00.2,31:00.2
71,99_Close,作村,伊藤さんへ収支報告,0.5,2017/8/8,0.6,2017/8/8,31:00.3,31:00.3
71,99_Close,作村,伊藤さんへ収支報告,0.5,2017/8/9,0.6,2017/8/9,31:00.3,31:00.3
71,99_Close,作村,伊藤さんへ収支報告,0.6,2017/8/10,0.6,2017/8/10,31:00.3,31:00.3
71,99_Close,作村,伊藤さんへ収支報告,0.6,2017/8/11,0.5,2017/8/11,31:00.3,31:00.3
71,99_Close,作村,伊藤さんへ収支報告,0.6,2017/8/12,0,,31:00.3,31:00.3
71,99_Close,作村,伊藤さんへ収支報告,0.6,2017/8/13,0,,31:00.3,31:00.3
58,99_Close,作村,伊藤さん報告,0.5,2017/8/6,0,,31:00.3,31:00.3
59,99_Close,作村,ミーティング報告資料作成,0.5,2017/8/6,0.5,2017/8/7,31:00.3,31:00.3
60,99_Close,浅,要望に応じて課題管理表を改善する,5,2017/8/31,5,2017/8/11,31:00.3,31:00.3
61,99_Close,吉野,課題とタスクの再設定を行う,2,2017/8/1,1,2017/8/1,31:00.3,31:00.3
62,99_Close,吉野,新規出稿商品を売上データに反映する,0.5,2017/8/1,0.2,2017/8/1,31:00.3,31:00.3
62,99_Close,吉野,赤字・停止条件を満たす商品がないか確認し、あれば停止する,0.5,2017/8/1,0.5,2017/8/1,31:00.3,31:00.3
62,99_Close,吉野,新規出稿商品を売上データに反映する,0.5,2017/8/7,0.2,2017/8/7,31:00.4,31:00.4
62,99_Close,吉野,赤字・停止条件を満たす商品がないか確認し、あれば停止する,0.5,2017/8/7,0.5,2017/8/7,31:00.4,31:00.4
62,99_Close,吉野,新規出稿商品を売上データに反映する,0.5,2017/8/14,0.3,2017/8/14,31:00.4,31:00.4
62,99_Close,吉野,赤字・停止条件を満たす商品がないか確認し、あれば停止する,0.5,2017/8/14,0.5,2017/8/14,31:00.4,31:00.4
62,99_Close,吉野,新規出稿商品を売上データに反映する,0.5,2017/8/21,1.2,2017/8/21,31:00.4,31:00.4
62,99_Close,吉野,赤字・停止条件を満たす商品がないか確認し、あれば停止する,0.5,2017/8/21,0.5,2017/8/21,31:00.4,31:00.4
63,99_Close,吉野,7月売上データをグラフ化し、報告用資料を作成する,2,2017/8/1,4,2017/8/3,31:00.4,31:00.4
63,99_Close,吉野,7月売上実績報告会を実施する,0.5,2017/8/7,0.5,2017/8/7,31:00.4,31:00.4
24,99_Close,吉野,スキンケアLPの文章構成を見直し、文字数を調整する,2,2017/8/1,2,2017/8/1,31:00.4,31:00.4
23,99_Close,吉野,関連キーワードLPのデータ測定用のエクセルを作成する,1.5,2017/8/1,1.2,2017/8/1,31:00.4,31:00.4
23,99_Close,吉野,縞居君に関連キーワードLPの７月実績を報告する,0.5,2017/8/1,0.1,2017/8/1,31:00.4,31:00.4
64,99_Close,吉野,SS売上を分析し、主力商品を選定する,2,2017/8/2,1.5,2017/8/2,31:00.4,31:00.4
65,99_Close,吉野,SS売上アップ計画を策定しタスク管理表を入力する,2,2017/8/4,3,2017/8/5,31:00.4,31:00.4
66,99_Close,浅,6月確定分のPPCの売り上げをMFに入力する,0.3,2017/8/4,0.4,2017/8/4,31:00.5,31:00.5
66,99_Close,浅,6月確定分のPPCの売り上げを会計ソフトに入力する,0.2,2017/8/7,0.4,2017/8/8,31:00.5,31:00.5
88,99_Close,浅,7月確定分のPPCの売り上げをMFに入力する,0.3,2017/8/17,0.4,2017/8/14,31:00.5,31:00.5
88,99_Close,浅,7月確定分のPPCの売り上げを会計ソフトに入力す,0.2,2017/8/22,0.4,2017/8/14,31:00.5,31:00.5
67,99_Close,吉野,SS主力商品名の類似名称・間違いなどで検索数が多いキーワードを調査する,1,2017/8/6,1.5,2017/8/8,31:00.5,31:00.5
67,99_Close,吉野,SS主力商品のキーワードクエリ・サジェストから、検索数が多く購入につながりそうなキーワードを洗い出す,1.5,2017/8/6,1.5,2017/8/8,31:00.5,31:00.5
67,99_Close,吉野,"タスク235,236で出たキーワードを完全一致で追加出稿する",1,2017/8/8,2.2,2017/8/11,31:00.5,31:00.5
68,99_Close,吉野,SS主力商品の既出稿広告のクリック率を計測し、差が明確な広告に関しては削除する,0.5,2017/8/15,2.5,2017/8/16,31:00.5,31:00.5
68,99_Close,吉野,SS主力商品の広告文を追加し、ABテストを開始する,1,2017/8/15,1,2017/8/16,31:00.5,31:00.5
69,99_Close,吉野,SS主力商品の広告入札額を調整する,1,2017/8/21,1.5,2017/8/22,31:00.5,31:00.5
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/4,1.5,2017/9/4,31:00.5,31:00.5
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/28,0.8,2017/8/28,31:00.5,31:00.5
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/28,1.5,2017/8/28,31:00.6,31:00.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/28,0.4,2017/8/28,31:00.6,31:00.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/28,0.6,2017/8/28,31:00.6,31:00.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/28,0.4,2017/8/28,31:00.6,31:00.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/29,0.6,2017/8/29,31:00.6,31:00.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/29,0.5,2017/8/29,31:00.6,31:00.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/29,1.1,2017/8/29,31:00.6,31:00.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/30,0.3,2017/8/30,31:00.6,31:00.6
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1.5,2017/8/30,0.6,2017/8/30,31:00.6,31:00.6
53,99_Close,吉野,YDN 使用しないキーワードリストを削除する,1,2017/8/6,1,2017/8/6,31:00.6,31:00.6
53,99_Close,吉野,YDN キーワードリストの番号ずれを修正,1.5,2017/8/6,1,2017/8/6,31:00.6,31:00.6
46,99_Close,吉野,週次報告管理シートと会議事前資料を作成する,0.5,2017/8/7,0.7,2017/8/7,31:00.6,31:00.6
46,99_Close,吉野,週次報告管理シートと会議事前資料を作成する,0.5,2017/8/14,0.5,2017/8/14,31:00.7,31:00.7
46,99_Close,吉野,週次報告管理シートと会議事前資料を作成する,0.5,2017/8/23,0.6,2017/8/23,31:00.7,31:00.7
46,99_Close,吉野,週次報告管理シートと会議事前資料を作成する,0.5,2017/8/28,0.5,2017/8/28,31:00.7,31:00.7
73,99_Close,浅,plusluckmaker.comのメールアドレスを3人分作る,0.2,2017/8/7,0.1,2017/8/7,31:00.7,31:00.7
73,99_Close,吉野,powerBIのアカウントを取得しデータ共有方法をメンバーに伝える,2,2017/8/8,1.5,2017/8/8,31:00.7,31:00.7
74,99_Close,作村,ASPメールチェック　,0.1,2017/8/7,0.1,2017/8/7,31:00.7,31:00.7
